SwallowID,address,latitude,longitude
8192,"1398 Cartwright St, Vancouver, BC V6H 3R8",49.269860,-123.134220
8193,"1398 Cartwright St, Vancouver, BC V6H 3R8",49.269860,-123.134220
8194,"1398 Cartwright St, Vancouver, BC V6H 3R8",49.269860,-123.134220
8197,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.488682,-73.584259
8199,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.488682,-73.584259
8200,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.488682,-73.584259
8203,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.488682,-73.584259
8204,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.488682,-73.584259
8206,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.488682,-73.584259
8207,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.488682,-73.584259
8209,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.488682,-73.584259
8210,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.488682,-73.584259
8211,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.488682,-73.584259
8212,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.488682,-73.584259
8213,"1171 Eastlawn Ave. Windsor, ON. N8S 3J1",42.325140,-82.943060
8215,"1171 Eastlawn Ave. Windsor, ON. N8S 3J1",42.325140,-82.943060
8216,"1171 Eastlawn Ave. Windsor, ON. N8S 3J1",42.325140,-82.943060
8217,"1171 Eastlawn Ave. Windsor, ON. N8S 3J1",42.325140,-82.943060
8219,"1171 Eastlawn Ave. Windsor, ON. N8S 3J1",42.325140,-82.943060
8220,"1171 Eastlawn Ave. Windsor, ON. N8S 3J1",42.325140,-82.943060
8221,"1171 Eastlawn Ave. Windsor, ON. N8S 3J1",42.325140,-82.943060
8224,"315 8 Ave SW, Calgary, AB T2P 4K1",51.04457,-114.069241
8229,"315 8 Ave SW, Calgary, AB T2P 4K1",51.04457,-114.069241
8230,"315 8 Ave SW, Calgary, AB T2P 4K1",51.04457,-114.069241
8231,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8232,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8233,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8234,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8235,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8236,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8237,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8238,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8239,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8241,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8242,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8243,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8244,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8245,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8246,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8247,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8248,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8250,"1915 rue Sainte-Catherine ouest Montreal, QC, H3H 1M3, Canada",45.49253,-73.58068
8252,"1915 rue Sainte-Catherine ouest Montreal, QC, H3H 1M3, Canada",45.49253,-73.58068
8253,"1915 rue Sainte-Catherine ouest Montreal, QC, H3H 1M3, Canada",45.49253,-73.58068
8254,"1915 rue Sainte-Catherine ouest Montreal, QC, H3H 1M3, Canada",45.49253,-73.58068
8255,"1915 rue Sainte-Catherine ouest Montreal, QC, H3H 1M3, Canada",45.49253,-73.58068
8256,"1915 rue Sainte-Catherine ouest Montreal, QC, H3H 1M3, Canada",45.49253,-73.58068
8257,"1915 rue Sainte-Catherine ouest Montreal, QC, H3H 1M3, Canada",45.49253,-73.58068
8258,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8259,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8260,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8261,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8262,"16 Elvina St. Ottawa, Ontario K1J 7L1 Canada",45.443830,-75.611557
8274,"7030 Saint Denis Montreal, Quebec H2S 2S4",45.537430,-73.613340
8275,"7030 Saint Denis Montreal, Quebec H2S 2S4",45.537430,-73.613340
8277,"030 Saint Denis Montreal, Quebec H2S 2S4",45.537430,-73.613340
8278,"7030 Saint Denis Montreal, Quebec H2S 2S4",45.537430,-73.613340
8286,"1915 rue Sainte-Catherine ouest Montreal, QC, H3H 1M3, Canada",45.49253,-73.58068
8287,"1915 rue Sainte-Catherine ouest Montreal, QC, H3H 1M3, Canada",45.49253,-73.58068
8288,"1915 rue Sainte-Catherine ouest Montreal, QC, H3H 1M3, Canada",45.49253,-73.58068
8289,"1915 rue Sainte-Catherine ouest Montreal, QC, H3H 1M3, Canada",45.49253,-73.58068
8290,"1915 rue Sainte-Catherine ouest Montreal, QC, H3H 1M3, Canada",45.49253,-73.58068
8291,"1915 rue Sainte-Catherine ouest Montreal, QC, H3H 1M3, Canada",45.49253,-73.58068
8292,"1915 rue Sainte-Catherine ouest Montreal, QC, H3H 1M3, Canada",45.49253,-73.58068
8293,"1915 rue Sainte-Catherine ouest Montreal, QC, H3H 1M3, Canada",45.49253,-73.58068
8294,"1915 rue Sainte-Catherine ouest Montreal, QC, H3H 1M3, Canada",45.49253,-73.58068
8295,"1915 rue Sainte-Catherine ouest Montreal, QC, H3H 1M3, Canada",45.49253,-73.58068
8296,"1915 rue Sainte-Catherine ouest Montreal, QC, H3H 1M3, Canada",45.49253,-73.58068
8297,"1915 rue Sainte-Catherine ouest Montreal, QC, H3H 1M3, Canada",45.49253,-73.58068
8309,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8310,"251 Dundas St, London, ON N6A 6H9,",42.98429,-81.24606
8311,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8312,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8316,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8317,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8319,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8321,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8322,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8323,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8324,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8325,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8326,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8327,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8328,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8329,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8330,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8331,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8332,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8333,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8334,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8335,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8336,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8337,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8338,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8339,"251 Dundas St, London, ON N6A 6H9",42.98429,-81.24606
8345,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.48871,-73.58429
8346,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.48871,-73.58429
8347,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.48871,-73.58429
8348,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.48871,-73.58429
8349,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.48871,-73.58429
8350,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.48871,-73.58429
8351,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.48871,-73.58429
8352,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.48871,-73.58429
8353,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.48871,-73.58429
8354,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.48871,-73.58429
8355,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.48871,-73.58429
8356,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.48871,-73.58429
8357,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.48871,-73.58429
8358,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.48871,-73.58429
8359,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.48871,-73.58429
8360,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.48871,-73.58429
8361,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.48871,-73.58429
8362,"1200 Atwater Ave, Westmount, QC H3Z 1T4",45.48871,-73.58429
8367,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8368,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8369,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8370,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8371,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8372,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8374,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8375,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8376,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8377,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8380,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8381,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8382,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8383,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8384,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8385,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8386,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8387,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8388,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8389,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8390,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8391,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8392,"709 Yates St, Victoria, BC V8W 1L0",48.425930,https://www.openstreetmap.org/?mlat=48.42595&mlon=-123.36437#map=19/48.42595/-123.36437&layers=N
8393,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8394,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8395,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8397,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8398,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8399,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8400,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8401,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8402,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8404,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8405,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8406,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8407,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8409,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8410,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8411,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8412,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8414,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8415,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8416,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8417,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8418,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8419,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8420,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8421,"709 Yates St, Victoria, BC V8W 1L0",48.425930,-123.364320
8422,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8423,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8424,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8425,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8426,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8427,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8428,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8429,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8430,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8431,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8432,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8433,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8434,"99 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8435,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8436,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8437,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8438,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8439,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8440,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8441,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8442,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8443,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8444,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8445,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8446,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8447,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8448,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8449,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8450,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8451,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8452,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8453,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8454,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8455,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8456,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8457,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8458,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8459,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8460,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8461,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8462,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8463,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8464,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8465,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8466,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.380589
8467,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8479,"6847 rue St-Hubert Montreal, QC H2S 2M7",45.538750,-73.608530
8483,"6847 rue St-Hubert Montreal, QC H2S 2M7",45.538750,-73.608530
8486,"6847 rue St-Hubert Montreal, QC H2S 2M7",45.538750,-73.608530
8488,"1598 Barrington Street Halifax, Nova Scotia, B3J 1Z6",44.646020,-63.573690
8491,"6847 rue St-Hubert Montreal, QC H2S 2M7",45.538750,-73.608530
8493,"6847 rue St-Hubert Montreal, QC H2S 2M7",45.538750,-73.608530
8494,"6847 rue St-Hubert Montreal, QC H2S 2M7",45.538750,-73.608530
8495,"6847 rue St-Hubert Montreal, QC H2S 2M7",45.538750,-73.608530
8496,"6847 rue St-Hubert Montreal, QC H2S 2M7",45.538750,-73.608530
8606,"1915 rue Sainte-Catherine ouest Montreal, QC, H3H 1M3, Canada",45.49253,-73.58068
8607,"1915 rue Sainte-Catherine ouest Montreal, QC, H3H 1M3, Canada",45.49253,-73.58068
8614,"385 Menzies St, Victoria, BC V8V 0C2",48.4178271,-123.3723004
8615,"385 Menzies St, Victoria, BC V8V 0C2",48.4178271,-123.3723004
8616,"385 Menzies St, Victoria, BC V8V 0C2",48.4178271,-123.3723004
8619,"385 Menzies St, Victoria, BC V8V 0C2",48.4178271,-123.3723004
8620,"385 Menzies St, Victoria, BC V8V 0C2",48.4178271,-123.3723004
8621,"385 Menzies St, Victoria, BC V8V 0C2",48.4178271,-123.3723004
8622,"385 Menzies St, Victoria, BC V8V 0C2",48.4178271,-123.3723004
8623,"385 Menzies St, Victoria, BC V8V 0C2",48.4178271,-123.3723004
8624,"385 Menzies St, Victoria, BC V8V 0C2",48.4178271,-123.3723004
8719,"487 King St. W., Kingston, Ontario, K7L 2X7, Canada",44.22146,-76.51031
8720,"487 King St. W., Kingston, Ontario, K7L 2X7, Canada",44.22146,-76.51031
8721,"487 King St. W., Kingston, Ontario, K7L 2X7, Canada",44.22146,-76.51031
8722,"487 King St. W., Kingston, Ontario, K7L 2X7, Canada",44.22146,-76.51031
8723,"487 King St. W., Kingston, Ontario, K7L 2X7, Canada",44.22146,-76.51031
8724,"487 King St. W., Kingston, Ontario, K7L 2X7, Canada",44.22146,-76.51031
8725,"487 King St. W., Kingston, Ontario, K7L 2X7, Canada",44.22146,-76.51031
8829,"Windsor, ON",42.3170990,-83.0353434
8830,"Windsor, ON",42.3170990,-83.0353434
8833,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8834,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8835,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8837,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8850,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8851,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8852,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8853,"499 Church Street, Toronto, ON, Canada",43.6652187,-79.3805890
8854,"4700 Keele Street Toronto, ON, Canada",43.77409,-79.49302
8857,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8858,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8859,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8860,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8861,"901 Edward St S, Thunder Bay, ON, Canada",48.37188,-89.27975
8862,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8863,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8864,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8866,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8867,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8868,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8869,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8870,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8871,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8872,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8873,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8874,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8875,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8877,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8878,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8879,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8880,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8882,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8883,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8884,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8891,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8892,"901 Edward St S, Thunder Bay, ON, Canada",48.37159,-89.27975
8911,"Montreal, QC",45.5089,-73.8954
8917,"Montreal, QC",45.5089,-73.5617
8918,"Montreal, QC",45.5089,-73.5617
8919,"Montreal, QC",45.5089,-73.5617
8921,"Montreal, QC",45.5089,-73.5617
8923,"Montreal, QC",45.5089,-73.5617
8951,"Montreal, QC",45.5089,-73.5617
8952,"Montreal, QC",45.5089,-73.5617
8953,"Montreal, QC",45.5089,-73.5617
8954,"Montreal, QC",45.5089,-73.5617
8962,"Regina, SK",50.4558491,-104.6244141
8973,"Regina, SK",50.4558491,-104.6244141
8974,"Regina, SK",50.4558491,-104.6244141
8992,"Regina, SK",50.4558491,-104.6244141
8994,"Regina, SK",50.4558491,-104.6244141
8995,"Regina, SK",50.4558491,-104.6244141
8996,"Regina, SK",50.4558491,-104.6244141
8997,"Regina, SK",50.4558491,-104.6244141
9000,"Regina, SK",50.4558491,-104.6244141
9003,"1302, 4 St SW, Calgary, AB, T2R 0X8",51.04049,-114.07151
9004,"1302, 4 St SW, Calgary, AB, T2R 0X8",51.04049,-114.07151
9005,"1302, 4 St SW, Calgary, AB, T2R 0X8",51.04049,-114.07151
9006,"1302, 4 St SW, Calgary, AB, T2R 0X8",51.04049,-114.07151
9007,"1302, 4 St SW, Calgary, AB, T2R 0X8",51.04049,-114.07151
9008,"1302, 4 St SW, Calgary, AB, T2R 0X8",51.04049,-114.07151
9009,"1302, 4 St SW, Calgary, AB, T2R 0X8",51.04049,-114.07151
9010,"1302, 4 St SW, Calgary, AB, T2R 0X8",51.04049,-114.07151
9021,"1302, 4 St SW, Calgary, AB, T2R 0X8",51.04049,-114.07151
9022,"1302, 4 St SW, Calgary, AB, T2R 0X8",51.04049,-114.07151
9023,"1302, 4 St SW, Calgary, AB, T2R 0X8",51.04049,-114.07151
9024,"1302, 4 St SW, Calgary, AB, T2R 0X8",51.04049,-114.07151
9031,"1302, 4 St SW, Calgary, AB, T2R 0X8",51.04049,-114.07151
